Compound.ID,Batch.Ref,Compound.Alias,Drug.Name,Main.Target,Selectivity,Therapeutic.Group,Library.ID,Supplier
WEHI-1215616,01,SN00735094,Tyrphostin_1,EGFR_tyrosine_kinase_inhibitor,EGFR,Phosphorylation,KnownDrugs,LOPAC
WEHI-1215149,01,SN00735095,Iodoacetamide,Alkylating_reagent_for_cysteine_and_histidine_residues_in_proteins;_irreversible_protein_inhibitor,,Biochemistry,KnownDrugs,LOPAC
WEHI-1215405,01,SN00735096,O-Phospho-L-serine,Competitive_NMDA_glutamate_receptor_antagonist_with_close_structural_similarity_to_L-glutamate,NMDA,Glutamate,KnownDrugs,LOPAC
WEHI-1215420,01,SN00735097,Pirfenidone,Inhibitor_of_collagen_production_and_fibroblast_proliferation,Acquired,Immune_System,KnownDrugs,LOPAC
WEHI-1215624,01,SN00735098,Tyrphostin_23,Protein_tryrosine_kinase_EGFR_inhibitor,EGFR,Phosphorylation,KnownDrugs,LOPAC
WEHI-1215454,01,SN00735099,ODQ,Potent_and_selective_NO-sensitive_guanylyl_cyclase_inhibitor,NO-sensitive_guanylyl_cyclase,Cyclic_Nucleotides,KnownDrugs,LOPAC
WEHI-1215525,01,SN00735100,(+)-Quisqualic_acid,Active_enantiomer_of_quisqualic_acid;_excitatory_amino_acid_at_glutamate_receptors;_anthelmentic_agent,AMPA,Glutamate,KnownDrugs,LOPAC
WEHI-1215124,01,SN00735101,alpha-Guanidinoglutaric_acid,Endogenous_convulsant;_nitric_oxide_synthase_(NOS)_inhibitor,NOS,Nitric_Oxide,KnownDrugs,LOPAC
WEHI-1215732,01,SN00735102,5-Hydroxyindolacetic_acid,Serotonin_metabolite,Acquired,Serotonin,KnownDrugs,LOPAC
WEHI-1215169,01,SN00735103,MNS,Src_and_Syk_kinase_inhibitor;_prevents_phosphorylation_and_cytoskeletal_association_of_GPIIb/IIIa_and_talin,Src/Syk,Phosphorylation,KnownDrugs,LOPAC
WEHI-1215422,01,SN00735104,3-n-Propylxanthine,Weak_competitive_antagonist_at_both_A1_and_A2_adenosine_receptors,A1_>_A2,Adenosine,KnownDrugs,LOPAC
WEHI-1215346,01,SN00735105,L-alpha-Methyl-p-tyrosine,Tyrosine_hydroxylase_inhibitor,Tyrosine_hydroxylase,Neurotransmission,KnownDrugs,LOPAC
WEHI-1215735,01,SN00735106,DL-alpha-Methyl-p-tyrosine,Inhibitor_of_catecholamine_synthesis_and_tyrosine_hydroxylase,Tyrosine_hydroxylase,Neurotransmission,KnownDrugs,LOPAC
WEHI-1215488,01,SN00735107,6(5H)-Phenanthridinone,Poly(ADP-ribose)_Polymerase_(PARP)_inhibitor,PARP,Transcription,KnownDrugs,LOPAC
WEHI-1215634,01,SN00735108,SIB_1893,Selective_and_noncompetitive_antagonist_of_mGlu5_metabotropic_glutamate_receptor,mGluR5,Glutamate,KnownDrugs,LOPAC
WEHI-1214882,01,SN00735109,Cantharidin,Protein_phosphatase_2A_inhibitor,PP2A,Phosphorylation,KnownDrugs,LOPAC
WEHI-1214700,01,SN00735110,(±)-2-Amino-5-phosphonopentanoic_acid,NMDA_glutamate_receptor_antagonist,NMDA,Glutamate,KnownDrugs,LOPAC
WEHI-1215019,01,SN00735111,D(-)-2-Amino-5-phosphonopentanoic_acid,Potent_and_selective_antagonist_for_NMDA_receptors,NMDA-glycine,Glutamate,KnownDrugs,LOPAC
WEHI-1215174,01,SN00735112,(±)-Vanillylmandelic_acid,Metabolite_of_epinephrine,,Adrenoceptor,KnownDrugs,LOPAC
WEHI-1215691,01,SN00735113,L-Mimosine_from_Koa_hoale_seeds,Potential_inhibitor_of_the_cell_cycle_giving_rise_to_growth_arrest_in_G1-phase_An_iron_chelator_that_inhibits_DNA_replication_in_mammalian_cells_Has_been_shown_to_have_apoptotic_activity_in_xenotransplanted_human_pancreatic_cancer,Acquired,Apoptosis,KnownDrugs,LOPAC
WEHI-1215305,01,SN00735114,CP-101537,"CP-101537_is_a_MMP_inhibitor,_candidate_drug_for_myocardial_infarction_therapy,_and_antibacterial",MMP,Cytoskeleton_and_Extracellular_Matrix,KnownDrugs,LOPAC
WEHI-1214947,01,SN00735115,2-Chloro-2-deoxy-D-glucose,Analog_of_2-fluoro-2-deoxyglucose,Glucose,Biochemistry,KnownDrugs,LOPAC
WEHI-1214874,01,SN00735116,Supercinnamaldehyde,Transient_receptor_potential_ankyrin_1_(TRPA1)_receptor_activator;_covalently_modifies_cysteines_to_acitvate_channel,TRPA1,Ion_Channels,KnownDrugs,LOPAC
WEHI-1214687,01,SN00735117,"6-Methoxy-1,2,3,4-tetrahydro-9H-pyrido[3,4b]_indole",MAO_inhibitor,MAO,Neurotransmission,KnownDrugs,LOPAC
WEHI-1214758,01,SN00735118,N-Acetyltryptamine,Mixed_agonist-antagonist_at_melatonin_receptors,,Melatonin,KnownDrugs,LOPAC
WEHI-1215646,01,SN00735119,L-Tryptophan,Antidepressant;_precursor_of_serotonin,Acquired,Serotonin,KnownDrugs,LOPAC
WEHI-1215654,01,SN00735120,SQ_22536,Adenylyl_cyclase_inhibitor,Adenylyl_cyclase,Cyclic_Nucleotides,KnownDrugs,LOPAC
WEHI-1215159,01,SN00735121,1-(4-Hydroxybenzyl)imidazole-2-thiol,Dopamine_beta-hydroxylase_inhibitor,Dopamine_beta-hydroxylase,Dopamine,KnownDrugs,LOPAC
WEHI-1215217,01,SN00735122,S(+)-Ibuprofen,Active_enantiomer_of_Ibuprofen;_NSAID,COX,Prostaglandin,KnownDrugs,LOPAC
WEHI-1215597,01,SN00735123,(±)-alpha-Lipoic_Acid,Coenzyme_needed_for_the_activity_of_enzyme_complexes_such_as_those_of_pyruvate_dehydrogenase_and_glycine_decarboxylase,Pyruvate_dehydrogenase,Cell_Stress,KnownDrugs,LOPAC
WEHI-1215710,01,SN00735124,"ICI_63,137",Phosphodiesterase_IV_(PDE_4)_inhibitor,PDE4,Cyclic_nucleotides,KnownDrugs,LOPAC
WEHI-1215507,01,SN00735125,Bay_11-7082,Inhibitor_of_cytokine-induced_IKB-alpha_phosphorylation,IKB-alpha,Phosphorylation,KnownDrugs,LOPAC
WEHI-1215289,01,SN00735126,(±)-alpha-Methyl-4-carboxyphenylglycine,Competitive_metabotropic_glutamate_receptor_antagonist,Metabotropic,Glutamate,KnownDrugs,LOPAC
WEHI-1215421,01,SN00735127,Thiolactomycin,"Inhibits_bacterial,_not_eukaryotic,_myristate_synthesis_Effective_as_antitrypanosomal_and_antimalarial",Myristate_synthesis,Antibiotic,KnownDrugs,LOPAC
WEHI-1215533,01,SN00735128,Stattic,Irreversible_STAT3_activation_inhibitor,STAT3,Gene_Regulation,KnownDrugs,LOPAC
WEHI-1215312,01,SN00735129,"(±)-3-(3,4-dihydroxyphenyl)-2-methyl-DL-alanine",L-aromatic_amino_acid_decarboxylase_inhibitor;_antihypertensive,L-aromatic_amino_acid_decarboxylase,Neurotransmission,KnownDrugs,LOPAC
WEHI-1215280,01,SN00735130,Milrinone,Phosphodiesterase_III_inhibitor,PDE_III,Cyclic_Nucleotides,KnownDrugs,LOPAC
WEHI-1214727,01,SN00735131,"4-Amino-1,8-naphthalimide",Poly(ADP-ribose)_polymerase_(PARP)_inhibitor,PARP,Apoptosis,KnownDrugs,LOPAC
WEHI-1215200,01,SN00735132,6-Hydroxy-DL-DOPA,"Precursor_of_the_catecholaminergic_neurotoxin,_6-hydroxydopamine;_converted_to_6-hydroxydopamine_by_L-aromatic_amino_acid_decarboxylase",,Adrenoceptor,KnownDrugs,LOPAC
WEHI-1215218,01,SN00735133,Kainic_acid,Excitatory_amino_acid_receptor_agonist_selective_for_the_kainate_glutamate_receptor_subtype;_conformationally_restricted_analog_of_L-glutamic_acid,Kainate,Glutamate,KnownDrugs,LOPAC
WEHI-1214695,01,SN00735134,N-Phenylanthranilic_acid,Cl-_channel_blocker,,Cl-_Channel,KnownDrugs,LOPAC
WEHI-1215625,01,SN00735135,SIB_1757,Highly_selective_mGlu5_metabotropic_glutamate_receptor_antagonist,mGluR5,Glutamate,KnownDrugs,LOPAC
WEHI-1214765,01,SN00735136,CBIQ,Activates_cystic_fibrosis_transmembrane_conductance_regulator_(CFTR)_and__the_intermediate-conductance_calcium-sensitive_K+_channel,CFTR_/_KCNN4,K+_Channel,KnownDrugs,LOPAC
WEHI-1214808,01,SN00735137,Alloxazine,Selective_A2b_adenosine_receptor_antagonist,A2b,Adenosine,KnownDrugs,LOPAC
WEHI-1214934,01,SN00735138,Cantharidic_Acid,Protein_phosphatase_1_(PP1)_and_2A_(PP2A)_inhibitor,PP1_/_PP2A,Phosphorylation,KnownDrugs,LOPAC
WEHI-1215040,01,SN00735139,"3,4-Dichloroisocoumarin",Serine_protease_inhibitor,Serine_Protease,Biochemistry,KnownDrugs,LOPAC
WEHI-1215588,01,SN00735140,N-Succinyl-L-proline,Potent_and_specific_angiotensin_converting_enzyme_(ACE)_inhibitor,ACE,Neurotransmission,KnownDrugs,LOPAC
WEHI-1214983,01,SN00735141,Dihydrokainic_acid,Non-transportable_glutamate_analog_that_blocks_glutamate_receptors,Kainate,Glutamate,KnownDrugs,LOPAC
WEHI-1214867,01,SN00735142,Rhodblock_6,Rhodblock_6_is_an_inhibitor_of_the_Rho_Kinase_pathway,Rho,Kinase/Phosphatase,KnownDrugs,LOPAC
WEHI-1215004,01,SN00735143,"2,3-Dimethoxy-1,4-naphthoquinone",Redox_cycling_agent_used_to_study_role_of_ROS_(reactive_oxygen_species),,Cell_Stress,KnownDrugs,LOPAC
WEHI-1215028,01,SN00735144,"3,7-Dimethyl-1-propargylxanthine",A2_adenosine_receptor_antagonist,A2,Adenosine,KnownDrugs,LOPAC
WEHI-1215353,01,SN00735145,NG-Nitro-L-arginine,Potent_nitric_oxide_synthase_inhibitor,NOS,Nitric_Oxide,KnownDrugs,LOPAC
WEHI-1215194,01,SN00735146,5-Hydroxy-L-tryptophan,Serotonin_precursor;_antidepressant;_anti-epileptic,,Serotonin,KnownDrugs,LOPAC
WEHI-1215381,01,SN00735147,S-Nitroso-N-acetylpenicillamine,Nitric_oxide_donor;_activates_soluble_guanylyl_cyclase,Acquired,Nitric_Oxide,KnownDrugs,LOPAC
WEHI-1215676,01,SN00735148,Tyrphostin_47,EGFR_tyrosine_kinase_inhibitor,EGFR,Phosphorylation,KnownDrugs,LOPAC
WEHI-1214773,01,SN00735149,AIDA,Selective_mGluR1_metabotropic_glutamate_receptor_antagonist,mGluR1,Glutamate,KnownDrugs,LOPAC
WEHI-1215207,01,SN00735150,3-Isobutyl-1-methylxanthine,Potent_phosphodiesterase_inhibitor;_more_active_than_theophylline_at_adenosine_receptors,Phosphodiesterase,Adenosine,KnownDrugs,LOPAC
WEHI-1214861,01,SN00735151,L-Buthionine-sulfoximine,Glutathione_synthesis_inhibitor,,Multi-Drug_Resistance,KnownDrugs,LOPAC
WEHI-1214869,01,SN00735152,"DL-Buthionine-[S,R]-sulfoximine",Glutathione_synthesis_inhibitor,,Multi-Drug_Resistance,KnownDrugs,LOPAC
WEHI-1215635,01,SN00735153,L-Beta-threo-benzyl-aspartate,Preferential_EAAT3_excitatory_amino_acid_transporter_inhibitor,EAAT3,Neurotransmission,KnownDrugs,LOPAC
WEHI-1215056,01,SN00735154,Vanillic_acid_diethylamide,CNS_and_respiratory_stimulant,,Vanilloid,KnownDrugs,LOPAC
WEHI-1214949,01,SN00735155,"2`,3`-didehydro-3`-deoxythymidine",Nucleoside_analog;_inhibits_HIV_replication_in_vitro,Reverse_Transcriptase,Immune_System,KnownDrugs,LOPAC
WEHI-1214692,01,SN00735156,(±)-2-Amino-7-phosphonoheptanoic_acid,NMDA_glutamate_receptor_antagonist;_anticonvulsant,NMDA,Glutamate,KnownDrugs,LOPAC
WEHI-1215118,01,SN00735157,N-Methyl-beta-carboline-3-carboxamide,GABA-A_receptor_antagonist,GABA-A,GABA,KnownDrugs,LOPAC
WEHI-1215103,01,SN00735158,Genipin,"Stimulates_insulin_secretion_in_UCP2-dependent_manner_(Uncoupling_protein_2)_Genipin_is_a_protein,_collagen,_gelatin,_and_chitosan_cross-linker",UCP2,Cell_Biology,KnownDrugs,LOPAC
WEHI-1214989,01,SN00735159,S-(-)-Carbidopa,Peripherally_active_L-aromatic_amino_acid_decarboxylase_inhibitor;_used_in_combination_with_levodopa_for_the_treatment_of_Parkinson`s_Disease,L-aromatic_amino_acid_decarboxylase,Biochemistry,KnownDrugs,LOPAC
WEHI-1214789,01,SN00735160,ATPA,Selective_kainate_glutamate_receptor_agonist,Kainate,Glutamate,KnownDrugs,LOPAC
WEHI-1215171,01,SN00735161,Ibudilast,Phosphodiesterase_IV_(PDE_IV)_inhibitor,PDE_IV,Cyclic_Nucleotides,KnownDrugs,LOPAC
WEHI-1215009,01,SN00735162,Diazoxide,Activator_of_ATP-dependent_K+_channels_in_both_vascular_smooth_muscle_and_pancreatic_beta-cells;_antihypertensive,ATP-sensitive,K+_Channel,KnownDrugs,LOPAC
WEHI-1215033,01,SN00735163,DCEBIO,Increases_epithelial_chloride_secretion_through_the_synergistic_activation_of_a_basolateral_membrane-located_K+_channel_(hlK1)_and_an_apical_membrane_Cl-_conductance,hlK1,K+_Channel,KnownDrugs,LOPAC
WEHI-1215739,01,SN00735164,Riluzole,Glutamate_release_inhibitor;_anticonvulsant,Release,Glutamate,KnownDrugs,LOPAC
WEHI-1215478,01,SN00735165,Quazinone,Phosphodiesterase_III_(PDE_III)_inhibitor,PDE_III,Cyclic_Nucleotides,KnownDrugs,LOPAC
WEHI-1214832,01,SN00735166,Sorbinil,Sorbinil_is_an_inhibitor_of_Aldose_Reductase_(AR),AR,_Antioxidants_and_Cytoprotectants,KnownDrugs,LOPAC
WEHI-1215606,01,SN00735167,Tyrphostin_AG_112,Protein_tyrosine_kinase_inhibitor,Tyrosine_kinase,Phosphorylation,KnownDrugs,LOPAC
WEHI-1215592,01,SN00735168,Sepiapterin,Cofactor_of_nitric_oxide_synthase;_intracellularly_converted_to_tetrahydrobiopterin,NOS,Nitric_Oxide,KnownDrugs,LOPAC
WEHI-1215333,01,SN00735169,Rufinamide,Broad-spectrum_anticonvulsant,Acquired,Neurotransmission,KnownDrugs,LOPAC
WEHI-1215110,01,SN00735170,Felbamate,Anticonvulsant;_glutamate_receptor_antagonist,,Glutamate,KnownDrugs,LOPAC
WEHI-1215582,01,SN00735171,SU_5416,Potent_and_selective_VEGFR_PTK_inhibitor;_inhibits_VEGF-induced_angiogenesis,VEGFR_PTK,Phosphorylation,KnownDrugs,LOPAC
WEHI-1215205,01,SN00735172,Imazodan,Selective_phosphodiesterase_II_(PDEII)_inhibitor,PDE_II,Cyclic_Nucleotides,KnownDrugs,LOPAC
WEHI-1214828,01,SN00735173,O6-benzylguanine,"Irreversible_inhibitor_of_the_mammalian_DNA_repair_protein,_O6-alkylguanine-DNA_alkyltransferase",O6-alkylguanine-DNA_alkyltransferase,DNA_Repair,KnownDrugs,LOPAC
WEHI-1214811,01,SN00735174,3-Bromo-7-nitroindazole,Nitric_oxide_synthase_(NOS)_inhibitor,NOS,Nitric_Oxide,KnownDrugs,LOPAC
WEHI-1215264,01,SN00735175,beta-Lapachone,Induces_apoptosis_in_HL-60_cells;_anticancer_agent,,Apoptosis,KnownDrugs,LOPAC
WEHI-1215161,01,SN00735176,BU99006,Irreversible_I2_imidazoline_binding_site_ligand,I2,Imidazoline,KnownDrugs,LOPAC
WEHI-1214935,01,SN00735177,Droxinostat,"HDAC3,_HDAC6,_and_HDAC8","HDAC3,_HDAC6,_and_HDAC8",Gene_Regulation,KnownDrugs,LOPAC
WEHI-1215545,01,SN00735178,Ribavirin,"Antiviral_agent;_its_metabolite,_ribavirin_5`-phosphate,_is_an_inhibitor_of_inosine_monophosphate_(IMP)_dehydrogenase",IMP_dehydrogenase,Cell_Cycle,KnownDrugs,LOPAC
WEHI-1215708,01,SN00735179,CGP_57380,"Cell-permeable,_selective_mitogen-activated_protein_kinase-interacting_kinase_1_(MNK1)_inhibitor",MNK1,Phosphorylation,KnownDrugs,LOPAC
WEHI-1215373,01,SN00735180,DFB,Positive_allosteric_modulator_of_the_mGluR5_metabotropic_glutamate_receptor,mGluR5,Glutamate,KnownDrugs,LOPAC
WEHI-1215426,01,SN00735181,Piceatannol,Non-receptor_kinase_Syk_and_Lck_inhibitor,Syk_/_Lck,Phosphorylation,KnownDrugs,LOPAC
WEHI-1214872,01,SN00735182,BRL_50481,Phosphodiesterase_7_(PDE7)_inhibitor,PDE7,Phosphodiesterase,KnownDrugs,LOPAC
WEHI-1215523,01,SN00735183,Pinacidil,K+_channel_activator;_antihypertensive,Acquired,K+_Channel,KnownDrugs,LOPAC
WEHI-1215121,01,SN00735184,5-fluoro-5`-deoxyuridine,DNA_synthesis_inhibitor;_antiproliferative,,DNA_Metabolism,KnownDrugs,LOPAC
WEHI-1215201,01,SN00735185,Hispidin,Potent_protein_kinase_C-beta_inhibitor,PKC-beta,Phosphorylation,KnownDrugs,LOPAC
WEHI-1215237,01,SN00735186,loxoprofen,Non-steroidal_anti-inflammatory_(NSAID)_drug;_analgesic,COX,Prostaglandin,KnownDrugs,LOPAC
WEHI-1214953,01,SN00735187,DM_235,Potent_nootropic_agent,,Nootropic,KnownDrugs,LOPAC
WEHI-1215045,01,SN00735188,Nefiracetam,Pyrrolidonetype_nootropic_agent_with_various_pharmacologic_as_well_as_cognition-enhancing_effects,,Neurotransmission,KnownDrugs,LOPAC
WEHI-1215117,01,SN00735189,Ellipticine,Cytochrome_P450_(CYP1A1)and_DNA_topoisomerase_II_inhibitor,CYP1A1_/_TopoII,Cell_Cycle,KnownDrugs,LOPAC
WEHI-1214922,01,SN00735190,CPCCOEt,Selective_non-competitive_mGlu1_glutamate_receptor_antagonist,mGluR1,Glutamate,KnownDrugs,LOPAC
WEHI-1214999,01,SN00735191,CX_546,Positive_AMPA_glutamate_receptor_modulator;_more_potent_than_1-BCP,AMPA,Glutamate,KnownDrugs,LOPAC
WEHI-1215445,01,SN00735192,NU2058,Selective_cyclin-dependent_kinase-2_(CDK2)_inhibitor,Cdk2,Cell_Cycle,KnownDrugs,LOPAC
WEHI-1215181,01,SN00735193,6-Hydroxymelatonin,Melatonin_metabolite_with_agonist_activity,,Melatonin,KnownDrugs,LOPAC
WEHI-1215014,01,SN00735194,Enoximone,Selective_phosphodiesterase_III_(PDE_III)_inhibitor,PDE_III,Cyclic_Nucleotides,KnownDrugs,LOPAC
WEHI-1215450,01,SN00735195,Parthenolide,Inhibits_serotonin_release_from_platelets;_inhibits_production_of_leukotriene_B4_and_thromboxane_B2,,Serotonin,KnownDrugs,LOPAC
WEHI-1214959,01,SN00735196,S(-)-Pindolol,Beta_adrenergic_receptor_antagonist;_vasodilator_Non-selective_5-HT1_serotonin_receptor_ligand,beta,Adrenergic,KnownDrugs,LOPAC
WEHI-1214830,01,SN00735197,Bay_11-7085,Inhibits_cytokine_induced_IkB_(Inhibitor_of_NFkB)_phosphorylation,IkB-alpha,Cell_Cycle,KnownDrugs,LOPAC
WEHI-1215411,01,SN00735198,TG003,"Potent,_specific,_and_reversible_Cdc2-like_kinase_(Clk)_inhibitor_Competes_with_ATP",Clk,Cell_Cycle,KnownDrugs,LOPAC
WEHI-1214716,01,SN00735199,Fluoxetine_hydrochloride,Selective_serotonin_reuptake_inhibitor,Reuptake,Apoptosis,KnownDrugs,LOPAC
WEHI-1215466,01,SN00735200,Phaclofen,GABA-B_receptor_antagonist,GABA-B,GABA,KnownDrugs,LOPAC
WEHI-1215018,01,SN00735201,"1,3-Dipropyl-7-methylxanthine",Caffeine_analog_with_some_selectivity_for_A2_adenosine_receptors,A2,Adenosine,KnownDrugs,LOPAC
WEHI-1215667,01,SN00735202,NU6027,Selective_cyclin-dependent_kinase-2_(CDK2)_inhibitor,CDK2,Phosphorylation,KnownDrugs,LOPAC
WEHI-1214957,01,SN00735203,DNQX,"Potent,_competitive_kainate/quisqualate_glutamate_receptor_antagonist",Kainate/quisqualate,Glutamate,KnownDrugs,LOPAC
WEHI-1214844,01,SN00735204,CB_1954,Prodrug_activated_by_NAD(P)H_quinone_oxidoreductase-2,,DNA,KnownDrugs,LOPAC
WEHI-1214937,01,SN00735205,(±)-CPP,Potent_and_selective_NMDA_glutamate_receptor_antagonist;_anticonvulsant,NMDA,Glutamate,KnownDrugs,LOPAC
WEHI-1215024,01,SN00735206,3-deazaadenosine,Antiviral,,Immune_System,KnownDrugs,LOPAC
WEHI-1214986,01,SN00735207,"5,5-Diphenylhydantoin","Anticonvulsant;_appears_to_stabilize_excitable_membranes_perhaps_through_effects_on_Na+,_K+,_and_Ca2+_channels",,Anticonvulsant,KnownDrugs,LOPAC
WEHI-1214984,01,SN00735208,KRM-III,"KRM-III_is_an_inhibitor_of_T_cell_antigen_receptor_(TCR),_an_inhibitor_of_phorbol_myristate_acetate_(PMA)_/ionomycin-induced_nuclear_factor_of_activated_T_cells_(NFAT)_activation_and_T_cell_proliferation",,Immunomodulators_and_Antibiotics,KnownDrugs,LOPAC
WEHI-1214915,01,SN00735209,Cimetidine,H2_Histamine_receptor_antagonist;_anti-ulcer_agent,H2,Histamine,KnownDrugs,LOPAC
WEHI-1215605,01,SN00735210,DL-Thiorphan,Enkephalinase_inhibitor,Enkephalinase,Neurotransmission,KnownDrugs,LOPAC
WEHI-1215123,01,SN00735211,Ganciclovir,"Pro-drug_nucleoside_analog;_upon_thymidine_kinase_expression,converted_to_a_phosphorylated_active_analog_and_incorporated_into_DNA,_causing_death_of_the_malignant_dividing_cell",G2-M_checkpoint,Cell_Cycle,KnownDrugs,LOPAC
WEHI-1215660,01,SN00735212,Tomoxetine,Norepinephrine_reuptake_blocker,Reuptake,Adrenoceptor,KnownDrugs,LOPAC
WEHI-1215244,01,SN00735213,Lamotrigine,Anticonvulsant,,Anticonvulsant,KnownDrugs,LOPAC
WEHI-1215427,01,SN00735214,"1,3-Dimethyl-8-phenylxanthine",Selective_A1_adenosine_receptor_antagonist,A1,Adenosine,KnownDrugs,LOPAC
WEHI-1215359,01,SN00735215,CR_2249,Facilitates_glycine_action_at_NMDA_glutamate_receptors,NMDA-Glycine,Glutamate,KnownDrugs,LOPAC
WEHI-1214926,01,SN00735216,"7-Chloro-4-hydroxy-2-phenyl-1,8-naphthyridine",A1_adenosine_receptor_antagonist,A1,Adenosine,KnownDrugs,LOPAC
WEHI-1215451,01,SN00735217,AS605240,AS605240_is_a_potent_and_selective_PI3K_inhibitor,P13K,Biochemistry,KnownDrugs,LOPAC
WEHI-1215677,01,SN00735218,(±)-Thalidomide,Selective_inhibitor_of_the_biosynthesis_of_tumor_necrosis_factor_a_(TNF-alpha);_angiogenesis_inhibitor,TNFalpha,Cytoskeleton_and_ECM,KnownDrugs,LOPAC
WEHI-1215287,01,SN00735219,Mizoribine,Arrests_at_G/S;_inhibits_de_novo_synthesis_of_nucleotides_by_inhibition_of_inosine_monophosphate_dehydrogenase,IMP_dehydrogenase,DNA_Metabolism,KnownDrugs,LOPAC
WEHI-1215122,01,SN00735220,cis-(Z)-Flupenthixol_dihydrochloride,Dopamine_receptor_antagonist;_antipsychotic,,Biochemistry,KnownDrugs,LOPAC
WEHI-1214875,01,SN00735221,Cyclophosphamide_monohydrate,Cancer_chemotherapeutic;_cross-links_DNA,,DNA,KnownDrugs,LOPAC
WEHI-1215508,01,SN00735222,SMER28,Small_molecule_modulator_of_mammalian_autophagy,Autophagy,Cell_Biology,KnownDrugs,LOPAC
WEHI-1214834,01,SN00735223,BTO-1,Polo-like_kinase_(Plk)_inhibitor,Plk,Phosphorylation,KnownDrugs,LOPAC
WEHI-1215321,01,SN00735224,AFMK,Melatonin_metabolite;_antioxidant;_free_radical_scavenger;_inhibits_LPS-mediated_production_of_TNFalpha_and_IL-8_in_neutrophils,LPS-mediated_TNFalpha_and_IL-8_production,Inflammation,KnownDrugs,LOPAC
WEHI-1215591,01,SN00735225,SU_4312,Vascular_endothelial_growth_factor_(VEGF)_receptor_protein_tyrosine_kinase_1/2_(KDR)_and_platelet_derived_growth_factor_(PDGF)_receptor_inhibitor,KDR,Phosphorylation,KnownDrugs,LOPAC
WEHI-1214740,01,SN00735226,2-Hydroxysaclofen,GABA-B_receptor_antagonist,GABA-B,GABA,KnownDrugs,LOPAC
WEHI-1215306,01,SN00735227,8-Methoxymethyl-3-isobutyl-1-methylxanthine,Selective_inhibitor_of_Ca2+-calmodulin-dependent_phosphodiesterase_(PDE_I),PDE_I,Cyclic_Nucleotides,KnownDrugs,LOPAC
WEHI-1214806,01,SN00735228,S(-)-Atenolol,beta1_adrenoceptor_antagonist,beta1,Adrenoceptor,KnownDrugs,LOPAC
WEHI-1215372,01,SN00735229,Fenobam,"Potent,_selective,_noncompetitive_glutamate_mGluR5_receptor_antagonist",mGluR5,Glutamate,KnownDrugs,LOPAC
WEHI-1214825,01,SN00735230,6-Chloromelatonin,Melatonin_receptor_agonist,,Melatonin,KnownDrugs,LOPAC
WEHI-1214776,01,SN00735231,Adenosine,Endogenous_neurotransmitter_and_neuromodulator,,Adenosine,KnownDrugs,LOPAC
WEHI-1215515,01,SN00735232,"PD_98,059",Specific_inhibitor_of_the_activation_of_mitogen-activated_protein_kinase_kinase_(MAPKK),MEK2,Phosphorylation,KnownDrugs,LOPAC
WEHI-1215684,01,SN00735233,Tyrphostin_51,EGFR_tyrosine_kinase_inhibitor,EGFR,Phosphorylation,KnownDrugs,LOPAC
WEHI-1215080,01,SN00735234,"N-(3,3-Diphenylpropyl)glycinamide",NMDA_glutamate_receptor_open_channel_blocker,NMDA,Glutamate,KnownDrugs,LOPAC
WEHI-1215357,01,SN00735235,Moclobemide,Reversible_monoamine_oxidase_A_inhibitor_(MAOI);_antidepressant,MAO,Neurotransmission,KnownDrugs,LOPAC
WEHI-1215432,01,SN00735236,NS_2028,Specific_soluble_guanylyl_cyclase_inhibitor,Guanylate_cyclase,Cyclic_Nucleotides,KnownDrugs,LOPAC
WEHI-1214729,01,SN00735237,Apigenin,Arrests_cell_cycle_at_G2/M_phase,,Cell_Cycle,KnownDrugs,LOPAC
WEHI-1215134,01,SN00735238,Emodin,p56lck_Tyrosine_kinase_inhibitor,p56lck_TK,Phosphorylation,KnownDrugs,LOPAC
WEHI-1215101,01,SN00735239,Estrone,Luteolytic_estrogen_produced_by_the_corpus_luteum,Estrogen,Hormone,KnownDrugs,LOPAC
WEHI-1215693,01,SN00735240,Zaprinast,Selective_cGMP-phosphodiesterase_type_V_inhibitor,PDE_V,Cyclic_Nucleotides,KnownDrugs,LOPAC
WEHI-1215402,01,SN00735241,PHA-543613,PHA-543613_is_a_potent_selective_a7_nAChR_agonist,a7_nAChR,Neurotransmission,KnownDrugs,LOPAC
WEHI-1214971,01,SN00735242,(+)-Cyclazocine,Sigma_opioid_receptor_antagonist,,Opioid,KnownDrugs,LOPAC
WEHI-1215091,01,SN00735243,beta-Estradiol,Major_estrogen_sectreted_by_premenopausal_ovary,Estrogen,Hormone,KnownDrugs,LOPAC
WEHI-1215678,01,SN00735244,CCT007093,An_effective_PPM1D_inhibitor_that_selectively_reduces_viability_of_human_tumour_cell_lines,PPM1D,Apoptosis,KnownDrugs,LOPAC
WEHI-1214803,01,SN00735245,N-(4-Amino-2-chlorophenyl)phthalimide,Potent_anticonvulsant,,Anticonvulsant,KnownDrugs,LOPAC
WEHI-1215551,01,SN00735246,Rolipram,Selective_cAMP-dependent_phosphodiesterase_(Type_IV)_cAMP-dependent_inhibitor,PDE_IV,Cyclic_Nucleotides,KnownDrugs,LOPAC
WEHI-1214990,01,SN00735247,CNQX_disodium,"Potent,_competitive_AMPA/kainate_glutamate_receptor_antagonist",AMPA/Kainate,Glutamate,KnownDrugs,LOPAC
